Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions,Install base
GRUNDIG,kunyang,Grundig,Grundig UHD Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SKYLIFE,INTEKS19SS,SkyLife,UHD_S56AT,1938MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Mola_TV,DV8235_P,Mola TV,PDBM11ADL,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
eSTAR,yeongdeungpo,Estar,Lithuania,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SriLankaTelecom,DV8040,SriLankaTelecom,DV8040,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
cello,tabata,Cello,Cello,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
PHILIPS,QM16XE_UB,Philips,4K Razor Slim OLED TV powered by Android TV,1408MB,TV,Mediatek MT5595,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
PANASONIC,R4_GTV,Panasonic,R4_GTV,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Continental,bangbae,Continental Edison,Continential_Edison,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ACONATIC,stanford,Aconatic,ACONATIC,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
KaonMedia,IC1110,SkyLife,UHD2,2273MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,23,3,0
NIKKEI,samseong,Nikkei,NI43UG7NA9,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ARRQW,samseong,ARRQW,RO-55LCS,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
innos,capitolhill,innos,innos 2K Google TV,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Proximus,uiw4020pxm,Proximus,Proximus TV,1860MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
MyanmarNet,SEI140FT,MyanmarNet,TVie 1B,2086MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,29,2,0
Movix,MVX01,Movix,Movix,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
eSTREAM4K,SEI500BS,eSTREAM 4K,Pyxis-BlueStream,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
PREMIER,redwood,Premier,Smart TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
CANDY,nippori,Haier,APAC,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
AirTV,DV8535,AirTV,DV8535,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
SIERA,stanford,KTCtv,SIERA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MULTYNET,yeongdeungpo,MULTYNET,Pakistan,1415MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,2,0
JCOM,XA402,J:COM,XA402,2722MB,TV,Broadcom BCM7278,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Mediabox,JFK,Mediabox,MBX4K Maverick,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
MASTER-G,R2,Master-G,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Iriver,seocho,iRiver,iRiver,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
RECCO,R1,RECCO,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SKB,INTEKS21SI,SK broadband,AI2 ATV,1864MB,TV,Marvell BG5-CT,Imagination Tech PowerVR GE8310 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Linsar,ueno,Linsar,Smart TV,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
JVC,zhongshan,JVC,JVC,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
SW,SW3H_ATV,SWTV,Europe,1640MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SANSUI,sunnyvale,Sansui,SANSUI SmartTV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Cablecolor,GIU3A00,Cablecolor,GIU3A00,2085MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
JVC,komagome,JVC,JVC,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
FRESH,shinagawa,Fresh,FreshTV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
AVANGARD,R4,AVANGARD,R4,2147MB,TV,Realtek RTD2851M,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ADT-3,adt3,A1,ADT-3,977MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),720x1280,250,armeabi;armeabi-v7a,30,3.2,0
SHARP,tcve8sj,Sharp,8T-C**DW1/DX1,6675MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
globe_ATV,globe_ap,Skyworth,Asia,1968MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,26,3.2,0
MTEK,stanford,KTCtv,MTEK,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Tesla,guandu,Tesla,Europe,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Quickline,dciw387,Quickline,Quickline UHD Box,1806MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,28,3.1,0
TCL,C06,TCL,C06_2K_US,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Kbro,A1B_72115,Kbro,N97_A1B_72115,1718MB,TV,Broadcom BCM72115,,1080x1920,320,armeabi;armeabi-v7a,29,3.1,0
VEGA,yeongdeungpo,Vega,"Tunisa, Europe and Algeria",1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
CHiQ,sindorim,CHiQ,H7,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
eSTREAM4K,SEI500BR,eSTREAM 4K,Pyxis-BlueRidge,2086MB,TV,Amlogic AMLS805Y,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Freebox,fbx8am,Freebox,Freebox Player POP,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
SHARP,tcme8sj,Sharp,8T-C**BW1,2487MB,TV,Mediatek MT5598,3x ARM Mali G71 (698 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
Amino,Amigo7x,Aminocom,Amigo7x,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
CASPER,R2,Casper,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SYLVANIA,kanda,SYLVANIA,Smart TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Sceptre,gangbyeon,Sceptre,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Theham,longshan,THEHAM,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
eSTREAM4K,SEI500MC,eSTREAM 4K,Pyxis-Midco,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
AIWA,R3,Aiwa,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Polaroid,ewha,Polaroid,Polaroid,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Cellcomtv,tai,Cellcom TV,SEI-S905X2,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Kogan,tamachi,Kogan,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
AQUA,broadway,Aqua,AQUA Android TV DVB2K,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SANYO,R1,Sanyo,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
VISTA,stanford,KTCtv,VISTA,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
MOTOROLA,zhongshan,Motorola,MOTOROLA,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Panavox,xiaoyushan,Panavox,xiaoyushan_panavox,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
CASPER,R3,Casper,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
DNA,dctiw384,DNA,DNA TV-hubi,1463MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,25,3,0
ATT,c71kw400-4gb,DIRECTV,DIRECTV,3647MB,TV,Broadcom BCM7271,,1080x1920,320,armeabi;armeabi-v7a,30,3.1,0
Candy,pioneer,HKC Elec,4K Smart TV,1829MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
COEX,SW6H,COEX,COEX 4K Smart TV FF,1850MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Hansung,seocho,MTC,Hansung,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
THEHAM,zhongshan,THEHAM,THEHAM,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
JVC,gangbyeon,JVC,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
EVOFORCE1,SEI800ESTL,EVOFORCE1,FRC1-Eastlink,2084MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
VISION,SW4H,Vision,VISION SMART TV,1765MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
NETOGY,YXU,NETOGY,NOVA,2085MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
GAZER,zhongshan,KTCtv,GAZER,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
techBITE,DV8219,techBITE,Flix  TV  Box,2087MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
KTC,stanford,KTCtv,AP,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Dual,lasalle,Dual,Dual 2K Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
HKC,pioneer,HKC Elec,4K Smart TV,1964MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Xiaomi,rango,Xiaomi,MiTV,1036MB,TV,Amlogic AMLT950X4,2x ARM Mali G31 (850 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
BenQ,ikebukuro,BenQ,E40-520,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Alpha,samseong,Alpha,Alpha 43G7NUA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
CASPER,sunnyvale,Casper,Casper 2K Smart TV,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
skyworth,shinjuku,Skyworth,South America,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
MYSTIC,R1,Mystic,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Letv,DemeterUHD,Leeco,"X Serials(X43 Pro, X55, X65)",3055MB,TV,MStar MSD6A938,,1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,23,3,0
XITRIX,zhongshan,Xitrix,XITRIX,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
INDURAMA,stanford,Indurama,Indurama,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SANSUI,yeongdeungpo,Sansui TV,Canada,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SCHNEIDER,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BRANDT,takao,Brandt,BRANDT FHD TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SW,SW4H_FF,SWTV,SWTV-20AE-PRO,1765MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
CG,R2,CG Inspiring Life,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
tsutaya,ts201,CCC,LifeStick,989MB,TV,Qualcomm APQ8016,Qualcomm Adreno 306 (400 MHz),1080x1920,320,armeabi;armeabi-v7a,25,3,0
NobleSkiodo,ikebukuro,NobleSkiodo,32VRCHG5SP,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Changhong,samseong,Changhong,U50H7,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
WeTek,wh220,WeTek,WeTek,2087MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2,0
AQUA,dupont,Aqua,AQUA Android TV DVB,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Polaroid,lasalle,Polaroid,Polaroid 2K Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
SmartEver,shilin,MTC,SmartEver,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
TIT,SW4H,TIT(SA),TIT SMART TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Epson,Bushi,Epson,ELPAP12,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
MINISTER,R2,SCBC TV,ATV R2,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
IndiHome,HG680,IndiHome,HG680_FJ,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
DENKA,tcl_eu,TCL,Percee TV,1968MB,TV,Mediatek MT5596,,1080x1920,320,armeabi;armeabi-v7a,24,3.2,0
KONKA,kenton,KONKA,KONKA 4K Android TV-B,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Qilive,guandu,Qilive,"France, Spain, Portugal, Poland, Romania, Hungary",1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
FLOW,HP40A2,Flow,Flowbox-F1,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
VISION-TECHNOLOGY,R2,Vision Technology,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BOTECH,R2,BOTECH,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
BLAUPUNKT,JFK,Blaupunkt,B-STREAM,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Grunhelm,longshan,Grunhelm,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Dialog,DV8829_Dialog,Dialog,4K Android Hybrid,2087MB,TV,Amlogic AMLS905C1,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
IZZI,B820C-A15_ZTE,IZZI Telecom,Mexico,2028MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
Tele2,SEI700TE,Tele2,Tv Hub Mini,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Philips,PH9M_EA_5599,Philips,Philips Android TV,2048MB,TV,Mediatek MT5599,3x ARM Mali G51 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,28,3.2,0
ANAM,seocho,ANAM,ANAM,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
SYLVOX,kenton,SYLVOX,Smart TV 4K-A,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Telefunken,shandao,My,Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Philips,guui,Philips,Smart TV,1931MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
THE-UHD,R2,THE UHD,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
ARRIS,vip5442,SK Broadband,BTV,2080MB,TV,Broadcom BCM7268,,1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
NEXT,stanford,Next,NEXT,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Hisense,laoshan,Hisense,laoshan,1427MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
KDDI,C02AS,KDDI,C02AS,1297MB,TV,Broadcom BCM7252S,,1080x1920,320,armeabi;armeabi-v7a,26,3,0
Philco,sindorim,Philco,Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Entel,DV8957X-KCE,Entel,DECO ENTEL DIW586,2085MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ASTEX,kenton,ASTEX,ASTEX 4K Android,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Jiuzhou,DTP9503,Shenzhen Jiuzhou,DTP9503,1944MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
GAZER,stanford,KTCtv,GAZER,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
FUNAI,daitou,Funai Electric,POE-SMB400-FN1,1948MB,TV,HiSilicon hi3798cv200,ARM Mali T720 (675 MHz),1080x1920,320,armeabi;armeabi-v7a,26,3.1,0
ORCA,samseong,ORCA,OR-50UX400S,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
MASTER-G,martin,Master-G,"Chile, Bolivia,Peru,Argentina",962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
Smarttech,marina,CAIXUN,EXPRESS,1825MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
ICE,zhongshan,KTCtv,ICE,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Alpha,ikebukuro,Alpha,M8T,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
Riviera,ikebukuro,Riviera,Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
SANYO,R2,Sanyo,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Xiaomi,venom,Xiaomi,MiTV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Xiaomi,dangalFHD,Xiaomi,MiTV,2104MB,TV,Amlogic AMLT950X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
OK,osaki,OK (Mediamark),Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
eSTREAM4K,SEI500AS,eSTREAM 4K,Pyxis-ARMSTRONG,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
G-Guard,xiaoyushan,G-Guard,xiaoyushan_emG,1918MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
xl,STI6xxx,XL Axiata,STI6030,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
b-box,HP44H,BULSATCOM,b-box,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
OK,longshan,OK (Mediamark),Android TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
BAUHN,bangbae,Bauhn,BAUHN,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
imiia,YUL,imiia,i-217D1,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
BRANDT,OD0M_EA_T32,Brandt,BRANDT UHD TV,1382MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
BUSH,sindang,Bush,Bush,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
HEC,hanyang,Haier,HEC Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
KIVI,bangbae,Kivi,KIVI,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2,0
Optage,Amigo7xJP,Optage,Amigo7xJP,2031MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,31,3.2,0
MIRAY,R3,MIRAY,R3,1610MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2,0
COMPAQ,guandu,Compaq,India/Srilanka/Bangladesh/GCC,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2,0
Beko,shinagawa,Beko,Beko Android TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
eSTREAM4K,SEI500RCN,eSTREAM 4K,Pyxis-RCN,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
EVOFORCE1,SEI800MC,EVOFORCE1,FRC1-Midco,2086MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2,0
Xiaomi,volver,Xiaomi,MiTV,1484MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2,0
